RegionID,RegionName,State,date,home_value,treated,rent,post,did,pop_total,median_income,housing_total,housing_owned,median_rent_census,labor_force,mortgage_rate,ownership_rate,home_value_idx,rent_idx
2949,Lackawanna County,PA,2025-12-01,215670.0016384877,0,1308.855486651097,1,0,215834.0,64691.0,88266.0,57698.0,973.0,106323.0,6.19,0.6536831849183151,129.50112926064705,120.5432924262642
2949,Lackawanna County,PA,2026-01-01,216683.7024254497,0,1319.7240664547,1,0,215834.0,64691.0,88266.0,57698.0,973.0,106323.0,6.1025,0.6536831849183151,130.109815659528,121.54426954473591
2949,Lackawanna County,PA,2026-02-01,219066.92982716687,0,1333.4014454536282,1,0,215834.0,64691.0,88266.0,57698.0,973.0,106323.0,6.0475,0.6536831849183151,131.5408475019844,122.80393213782412
2949,Lackawanna County,PA,2026-03-01,219838.7316218666,0,1343.2001548586911,1,0,215834.0,64691.0,88266.0,57698.0,973.0,106323.0,6.1775,0.6536831849183151,132.0042833216147,123.70637607091001
616,Lucas County,OH,2018-01-01,97090.6240194912,0,728.1465213636529,0,0,432379.0,46924.0,179065.0,107392.0,723.0,216781.0,4.032500000000001,0.5997375254795745,73.35995309498725,78.19671210437191
616,Lucas County,OH,2018-02-01,97680.68652198646,0,730.824791812895,0,0,432379.0,46924.0,179065.0,107392.0,723.0,216781.0,4.33,0.5997375254795745,73.80579385400301,78.48433545642034
616,Lucas County,OH,2018-03-01,98102.43752754728,0,734.4616623084801,0,0,432379.0,46924.0,179065.0,107392.0,723.0,216781.0,4.444,0.5997375254795745,74.12446143182696,78.87490425920957
616,Lucas County,OH,2018-04-01,98609.98954082884,0,734.9669402107475,0,0,432379.0,46924.0,179065.0,107392.0,723.0,216781.0,4.4675,0.5997375254795745,74.50795872895141,78.92916678673262
616,Lucas County,OH,2018-05-01,99161.25400681708,0,735.6227376383395,0,0,432379.0,46924.0,179065.0,107392.0,723.0,216781.0,4.586,0.5997375254795745,74.9244843798702,78.99959382461527
616,Lucas County,OH,2018-06-01,99665.92765928124,0,735.6049797928933,0,0,432379.0,46924.0,179065.0,107392.0,723.0,216781.0,4.57,0.5997375254795745,75.30580683862392,78.9976867838107
616,Lucas County,OH,2018-07-01,100299.14741453156,0,737.7025472458778,0,0,432379.0,46924.0,179065.0,107392.0,723.0,216781.0,4.5275,0.5997375254795745,75.78425645219998,79.22294759798497
616,Lucas County,OH,2018-08-01,100897.2862905063,0,743.8877013567203,0,0,432379.0,46924.0,179065.0,107392.0,723.0,216781.0,4.55,0.5997375254795745,76.23619957573975,79.88718027799688
616,Lucas County,OH,2018-09-01,101396.8323390453,0,745.4726490484408,0,0,432379.0,46924.0,179065.0,107392.0,723.0,216781.0,4.6275,0.5997375254795745,76.61364770793273,80.057390111751
616,Lucas County,OH,2018-10-01,101443.69718681384,0,748.5000901608557,0,0,432379.0,46924.0,179065.0,107392.0,723.0,216781.0,4.83,0.5997375254795745,76.64905795551147,80.3825114082685
616,Lucas County,OH,2018-11-01,101369.41056184408,0,748.276439767848,0,0,432379.0,46924.0,179065.0,107392.0,723.0,216781.0,4.866,0.5997375254795745,76.59292829954929,80.35849326785178
616,Lucas County,OH,2018-12-01,101408.23176220155,0,749.7305134645394,0,0,432379.0,46924.0,179065.0,107392.0,723.0,216781.0,4.6375,0.5997375254795745,76.62226090984073,80.51464835326752
616,Lucas County,OH,2019-01-01,101902.25163877262,0,752.32649512134,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,4.464,0.5972544878563886,76.99553356453052,80.79343459242293
616,Lucas County,OH,2019-02-01,102974.46991379444,0,755.1940611531548,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,4.37,0.5972544878563886,77.80568267169248,81.10138667191671
616,Lucas County,OH,2019-03-01,104193.73370189453,0,756.9025773804675,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,4.265,0.5972544878563886,78.7269367599089,81.28486671011372
616,Lucas County,OH,2019-04-01,105190.75757469612,0,758.3051096793664,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,4.1425,0.5972544878563886,79.48027031072247,81.43548668998903
616,Lucas County,OH,2019-05-01,105677.63599143316,0,760.3836082081875,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,4.072,0.5972544878563886,79.84814700505311,81.65869966471176
616,Lucas County,OH,2019-06-01,106057.58275054938,0,764.8196735723219,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,3.8025,0.5972544878563886,80.13522803588224,82.1350951647627
616,Lucas County,OH,2019-07-01,106269.86181172715,0,767.143415368379,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,3.765,0.5972544878563886,80.29562232861974,82.3846451700156
616,Lucas County,OH,2019-08-01,106384.04430274754,0,768.4287538539779,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,3.616,0.5972544878563886,80.38189659320624,82.52267953613028
616,Lucas County,OH,2019-09-01,106272.89823546482,0,770.5120085155554,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,3.605,0.5972544878563886,80.29791659652894,82.746403278855
616,Lucas County,OH,2019-10-01,106576.18612116552,0,771.8727986974495,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,3.688,0.5972544878563886,80.52707554255461,82.89254051218099
616,Lucas County,OH,2019-11-01,107175.25743996708,0,774.448650033778,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,3.695,0.5972544878563886,80.97972320335255,83.16916492699427
